Video,Quality,Video Bytes Downloaded,Loaded Percentage,Eid,Date,Time
CHSnz0bCaUk,hd1440,0.822937881,82.3,4at,10/09/2022,18:30:49
CHSnz0bCaUk,hd1440,0.8416411,84.2,4at,10/09/2022,18:30:50
CHSnz0bCaUk,hd1440,0.8416411,84.2,4at,10/09/2022,18:30:51
CHSnz0bCaUk,hd1440,0.8416411,84.2,4at,10/09/2022,18:30:52
CHSnz0bCaUk,hd1440,0.8416411,84.2,4at,10/09/2022,18:30:53
CHSnz0bCaUk,hd1440,0.860344319,86,4at,10/09/2022,18:30:54
CHSnz0bCaUk,hd1440,0.860344319,86,4at,10/09/2022,18:30:55
CHSnz0bCaUk,hd1440,0.860344319,86,4at,10/09/2022,18:30:56
CHSnz0bCaUk,hd1440,0.860344319,86,4at,10/09/2022,18:30:57
CHSnz0bCaUk,hd1440,0.860344319,86,4at,10/09/2022,18:30:58
CHSnz0bCaUk,hd1440,0.916453974,91.6,4at,10/09/2022,18:31:11
CHSnz0bCaUk,hd1440,0.542389602,54.2,4at,10/09/2022,18:29:33
CHSnz0bCaUk,hd1440,0.598499258,59.8,4at,10/09/2022,18:29:46
CHSnz0bCaUk,hd1440,0.598499258,59.8,4at,10/09/2022,18:29:47
CHSnz0bCaUk,hd1440,0.598499258,59.8,4at,10/09/2022,18:29:48
CHSnz0bCaUk,hd1440,0.617202477,61.7,4at,10/09/2022,18:29:49
CHSnz0bCaUk,hd1440,0.617202477,61.7,4at,10/09/2022,18:29:50
CHSnz0bCaUk,hd1440,0.617202477,61.7,4at,10/09/2022,18:29:51
CHSnz0bCaUk,hd1440,0.617202477,61.7,4at,10/09/2022,18:29:52
CHSnz0bCaUk,hd1440,0.617202477,61.7,4at,10/09/2022,18:29:53
CHSnz0bCaUk,hd1440,0.635905695,63.6,4at,10/09/2022,18:29:54
CHSnz0bCaUk,hd1440,0.635905695,63.6,4at,10/09/2022,18:29:55
CHSnz0bCaUk,hd1440,0.598499258,59.8,4at,10/09/2022,18:29:45
CHSnz0bCaUk,hd1440,0.598499258,59.8,4at,10/09/2022,18:29:44
CHSnz0bCaUk,hd1440,0.561092821,56.1,4at,10/09/2022,18:29:34
CHSnz0bCaUk,hd1440,0.561092821,56.1,4at,10/09/2022,18:29:35
CHSnz0bCaUk,hd1440,0.561092821,56.1,4at,10/09/2022,18:29:36
CHSnz0bCaUk,hd1440,0.561092821,56.1,4at,10/09/2022,18:29:37
CHSnz0bCaUk,hd1440,0.561092821,56.1,4at,10/09/2022,18:29:38
CHSnz0bCaUk,hd1440,0.57979604,58,4at,10/09/2022,18:29:39
CHSnz0bCaUk,hd1440,0.57979604,58,4at,10/09/2022,18:29:40
CHSnz0bCaUk,hd1440,0.57979604,58,4at,10/09/2022,18:29:41
CHSnz0bCaUk,hd1440,0.57979604,58,4at,10/09/2022,18:29:42
CHSnz0bCaUk,hd1440,0.57979604,58,4at,10/09/2022,18:29:43
CHSnz0bCaUk,hd1440,0.635905695,63.6,4at,10/09/2022,18:29:56
CHSnz0bCaUk,hd1440,0.635905695,63.6,4at,10/09/2022,18:29:57
CHSnz0bCaUk,hd1440,0.635905695,63.6,4at,10/09/2022,18:29:58
CHSnz0bCaUk,hd1440,0.692015351,69.2,4at,10/09/2022,18:30:11
CHSnz0bCaUk,hd1440,0.692015351,69.2,4at,10/09/2022,18:30:12
CHSnz0bCaUk,hd1440,0.692015351,69.2,4at,10/09/2022,18:30:13
CHSnz0bCaUk,hd1440,0.70916028,70.9,4at,10/09/2022,18:30:14
CHSnz0bCaUk,hd1440,0.71071857,71.1,4at,10/09/2022,18:30:15
CHSnz0bCaUk,hd1440,0.71071857,71.1,4at,10/09/2022,18:30:16
CHSnz0bCaUk,hd1440,0.71071857,71.1,4at,10/09/2022,18:30:17
CHSnz0bCaUk,hd1440,0.71071857,71.1,4at,10/09/2022,18:30:18
CHSnz0bCaUk,hd1440,0.729421788,72.9,4at,10/09/2022,18:30:19
CHSnz0bCaUk,hd1440,0.729421788,72.9,4at,10/09/2022,18:30:20
CHSnz0bCaUk,hd1440,0.692015351,69.2,4at,10/09/2022,18:30:10
CHSnz0bCaUk,hd1440,0.692015351,69.2,4at,10/09/2022,18:30:09
CHSnz0bCaUk,hd1440,0.647314472,64.7,4at,10/09/2022,18:29:59
CHSnz0bCaUk,hd1440,0.654608914,65.5,4at,10/09/2022,18:30:00
CHSnz0bCaUk,hd1440,0.654608914,65.5,4at,10/09/2022,18:30:01
CHSnz0bCaUk,hd1440,0.654608914,65.5,4at,10/09/2022,18:30:02
CHSnz0bCaUk,hd1440,0.654608914,65.5,4at,10/09/2022,18:30:03
CHSnz0bCaUk,hd1440,0.673312133,67.3,4at,10/09/2022,18:30:04
CHSnz0bCaUk,hd1440,0.673312133,67.3,4at,10/09/2022,18:30:05
CHSnz0bCaUk,hd1440,0.673312133,67.3,4at,10/09/2022,18:30:06
CHSnz0bCaUk,hd1440,0.673312133,67.3,4at,10/09/2022,18:30:07
CHSnz0bCaUk,hd1440,0.673312133,67.3,4at,10/09/2022,18:30:08
CHSnz0bCaUk,hd1440,0.729421788,72.9,4at,10/09/2022,18:30:21
CHSnz0bCaUk,hd1080,0.095967504,9.6,4at,10/09/2022,18:27:41
CHSnz0bCaUk,hd1080,0.19083262,19.1,4at,10/09/2022,18:27:49
CHSnz0bCaUk,hd1440,0.785531444,78.6,4at,10/09/2022,18:30:34
CHSnz0bCaUk,hd1080,0.145944896,14.6,4at,10/09/2022,18:27:43
CHSnz0bCaUk,hd1080,0.180544916,18.1,4at,10/09/2022,18:27:48
CHSnz0bCaUk,hd1080,0.085470533,8.5,4at,10/09/2022,18:27:36
CHSnz0bCaUk,hd1080,0.095967504,9.6,4at,10/09/2022,18:27:39
CHSnz0bCaUk,hd1080,0.149480009,14.9,4at,10/09/2022,18:27:47
CHSnz0bCaUk,hd1080,0.093575883,9.4,4at,10/09/2022,18:27:37
CHSnz0bCaUk,hd1080,0.149480009,14.9,4at,10/09/2022,18:27:46
CHSnz0bCaUk,hd1080,0.0374027,3.7,4at,10/09/2022,18:27:32
CHSnz0bCaUk,hd1080,0.149480009,14.9,4at,10/09/2022,18:27:44
CHSnz0bCaUk,hd1080,0.149480009,14.9,4at,10/09/2022,18:27:45
CHSnz0bCaUk,hd1080,0.095967504,9.6,4at,10/09/2022,18:27:40
CHSnz0bCaUk,hd1080,0.095967504,9.6,4at,10/09/2022,18:27:42
CHSnz0bCaUk,hd1080,0.205731668,20.6,4at,10/09/2022,18:27:50
CHSnz0bCaUk,hd1080,0.224434886,22.4,4at,10/09/2022,18:27:53
CHSnz0bCaUk,hd1080,0.047567087,4.8,4at,10/09/2022,18:27:33
CHSnz0bCaUk,hd1080,0.224218146,22.4,4at,10/09/2022,18:27:52
CHSnz0bCaUk,hd1080,0.022129962,2.2,4at,10/09/2022,18:27:31
CHSnz0bCaUk,hd1080,0.014278721,1.4,4at,10/09/2022,18:27:30
CHSnz0bCaUk,hd1080,0.224218146,22.4,4at,10/09/2022,18:27:51
CHSnz0bCaUk,hd1080,0.0766178,7.7,4at,10/09/2022,18:27:35
CHSnz0bCaUk,hd1080,0,0,4at,10/09/2022,18:27:29
CHSnz0bCaUk,hd1080,0.095967504,9.6,4at,10/09/2022,18:27:38
CHSnz0bCaUk,hd1080,0.072380148,7.2,4at,10/09/2022,18:27:34
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:43
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:32:05
CHSnz0bCaUk,hd1440,0.991266849,99.1,4at,10/09/2022,18:31:33
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:49
CHSnz0bCaUk,hd1440,0.991266849,99.1,4at,10/09/2022,18:31:32
CHSnz0bCaUk,hd1440,0.991266849,99.1,4at,10/09/2022,18:31:31
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:50
CHSnz0bCaUk,hd1440,0.991266849,99.1,4at,10/09/2022,18:31:30
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:32:04
CHSnz0bCaUk,hd1440,0.991266849,99.1,4at,10/09/2022,18:31:29
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:51
CHSnz0bCaUk,hd1440,0.97256363,97.3,4at,10/09/2022,18:31:28
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:39
CHSnz0bCaUk,hd1440,0.97256363,97.3,4at,10/09/2022,18:31:27
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:34
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:48
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:44
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:42
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:41
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:45
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:40
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:46
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:38
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:32:07
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:37
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:47
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:36
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:32:06
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:35
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:52
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:32:03
CHSnz0bCaUk,hd1440,0.935157193,93.5,4at,10/09/2022,18:31:18
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:53
CHSnz0bCaUk,hd1440,0.935157193,93.5,4at,10/09/2022,18:31:17
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:57
CHSnz0bCaUk,hd1440,0.935157193,93.5,4at,10/09/2022,18:31:16
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:56
CHSnz0bCaUk,hd1440,0.935157193,93.5,4at,10/09/2022,18:31:15
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:58
CHSnz0bCaUk,hd1440,0.935157193,93.5,4at,10/09/2022,18:31:14
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:32:00
CHSnz0bCaUk,hd1440,0.916453974,91.6,4at,10/09/2022,18:31:13
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:59
CHSnz0bCaUk,hd1440,0.916453974,91.6,4at,10/09/2022,18:31:12
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:32:01
CHSnz0bCaUk,hd1440,0.953860412,95.4,4at,10/09/2022,18:31:19
CHSnz0bCaUk,hd1440,0.97256363,97.3,4at,10/09/2022,18:31:26
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:54
CHSnz0bCaUk,hd1440,0.953860412,95.4,4at,10/09/2022,18:31:23
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:32:02
CHSnz0bCaUk,hd1440,0.953860412,95.4,4at,10/09/2022,18:31:22
CHSnz0bCaUk,hd1440,1,100,4at,10/09/2022,18:31:55
CHSnz0bCaUk,hd1440,0.97256363,97.3,4at,10/09/2022,18:31:25
CHSnz0bCaUk,hd1440,0.953860412,95.4,4at,10/09/2022,18:31:21
CHSnz0bCaUk,hd1440,0.953860412,95.4,4at,10/09/2022,18:31:20
CHSnz0bCaUk,hd1440,0.97256363,97.3,4at,10/09/2022,18:31:24
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:36
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:54
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:35
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:34
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:37
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:38
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:39
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:40
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:41
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:42
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:43
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:44
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:33
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:32
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:31
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:18
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:19
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:20
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:21
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:22
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:23
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:24
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:25
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:27
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:28
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:29
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:30
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:17
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:26
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:48
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:56
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:49
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:50
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:51
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:55
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:52
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:53
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:57
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:14:00
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:46
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:59
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:45
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:58
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:47
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:12
Baur2Ypgd60,large,0.256098097,25.6,4at30,30/08/2022,17:10:48
Baur2Ypgd60,large,0.247632245,24.8,4at30,30/08/2022,17:10:47
Baur2Ypgd60,large,0.238517427,23.9,4at30,30/08/2022,17:10:46
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:19
Baur2Ypgd60,large,0.211978081,21.2,4at30,30/08/2022,17:10:45
Baur2Ypgd60,large,0.202370438,20.2,4at30,30/08/2022,17:10:44
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:20
Baur2Ypgd60,large,0.193621579,19.4,4at30,30/08/2022,17:10:43
Baur2Ypgd60,large,0.178114677,17.8,4at30,30/08/2022,17:10:42
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:21
Baur2Ypgd60,large,0.152878145,15.3,4at30,30/08/2022,17:10:41
Baur2Ypgd60,large,0.139527962,14,4at30,30/08/2022,17:10:40
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:22
Baur2Ypgd60,large,0.137117512,13.7,4at30,30/08/2022,17:10:39
Baur2Ypgd60,large,0.126504701,12.7,4at30,30/08/2022,17:10:38
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:18
Baur2Ypgd60,large,0.263100112,26.3,4at30,30/08/2022,17:10:49
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:17
Baur2Ypgd60,large,0.3047804,30.5,4at30,30/08/2022,17:10:59
Baur2Ypgd60,large,0.3047804,30.5,4at30,30/08/2022,17:10:58
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:13
Baur2Ypgd60,large,0.3047804,30.5,4at30,30/08/2022,17:10:57
Baur2Ypgd60,large,0.878306439,87.8,4at30,30/08/2022,17:11:48
Baur2Ypgd60,large,0.292772066,29.3,4at30,30/08/2022,17:10:56
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:14
Baur2Ypgd60,large,0.292772066,29.3,4at30,30/08/2022,17:10:55
Baur2Ypgd60,large,0.292245085,29.2,4at30,30/08/2022,17:10:54
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:15
Baur2Ypgd60,large,0.281661551,28.2,4at30,30/08/2022,17:10:53
Baur2Ypgd60,large,0.274659536,27.5,4at30,30/08/2022,17:10:52
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:16
Baur2Ypgd60,large,0.271243919,27.1,4at30,30/08/2022,17:10:51
Baur2Ypgd60,large,0.267169576,26.7,4at30,30/08/2022,17:10:50
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:23
Baur2Ypgd60,large,0.116736036,11.7,4at30,30/08/2022,17:10:37
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:30
Baur2Ypgd60,large,0.021572062,2.2,4at30,30/08/2022,17:10:23
Baur2Ypgd60,large,0.021572062,2.2,4at30,30/08/2022,17:10:22
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:31
Baur2Ypgd60,large,0,0,4at30,30/08/2022,17:10:21
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:27
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:32
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:33
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:34
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:35
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:36
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:37
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:38
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:39
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:40
Baur2Ypgd60,hd720,0.021572062,2.2,4at30,30/08/2022,17:10:24
Baur2Ypgd60,hd720,0.021572062,2.2,4at30,30/08/2022,17:10:25
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:29
Baur2Ypgd60,large,0.110060944,11,4at30,30/08/2022,17:10:36
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:24
Baur2Ypgd60,large,0.100941247,10.1,4at30,30/08/2022,17:10:35
Baur2Ypgd60,hd720,0.097593942,9.8,4at30,30/08/2022,17:10:34
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:25
Baur2Ypgd60,hd720,0.086937216,8.7,4at30,30/08/2022,17:10:33
Baur2Ypgd60,hd720,0.080808623,8.1,4at30,30/08/2022,17:10:32
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:26
Baur2Ypgd60,hd720,0.080808623,8.1,4at30,30/08/2022,17:10:31
Baur2Ypgd60,hd720,0.076680606,7.7,4at30,30/08/2022,17:10:30
Baur2Ypgd60,hd720,0.067887831,6.8,4at30,30/08/2022,17:10:29
Baur2Ypgd60,hd720,0.059826975,6,4at30,30/08/2022,17:10:28
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:28
Baur2Ypgd60,hd720,0.021572062,2.2,4at30,30/08/2022,17:10:27
Baur2Ypgd60,hd720,0.021572062,2.2,4at30,30/08/2022,17:10:26
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:41
Baur2Ypgd60,large,0.878306439,87.8,4at30,30/08/2022,17:11:47
Baur2Ypgd60,large,0.731922846,73.2,4at30,30/08/2022,17:11:34
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:11:55
Baur2Ypgd60,large,0.731922846,73.2,4at30,30/08/2022,17:11:33
Baur2Ypgd60,large,0.731922846,73.2,4at30,30/08/2022,17:11:32
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:11:56
Baur2Ypgd60,large,0.731922846,73.2,4at30,30/08/2022,17:11:31
Baur2Ypgd60,large,0.720924559,72.1,4at30,30/08/2022,17:11:30
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:11:57
Baur2Ypgd60,large,0.720924559,72.1,4at30,30/08/2022,17:11:29
Baur2Ypgd60,large,0.585539253,58.6,4at30,30/08/2022,17:11:28
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:11:58
Baur2Ypgd60,large,0.585539253,58.6,4at30,30/08/2022,17:11:27
Baur2Ypgd60,large,0.585539253,58.6,4at30,30/08/2022,17:11:26
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:11:59
Baur2Ypgd60,large,0.585539253,58.6,4at30,30/08/2022,17:11:25
Baur2Ypgd60,large,0.731922846,73.2,4at30,30/08/2022,17:11:35
Baur2Ypgd60,large,0.731922846,73.2,4at30,30/08/2022,17:11:36
Baur2Ypgd60,large,0.731922846,73.2,4at30,30/08/2022,17:11:37
Baur2Ypgd60,large,0.878306439,87.8,4at30,30/08/2022,17:11:46
Baur2Ypgd60,hd720,0.878306439,87.8,4at30,30/08/2022,17:11:49
Baur2Ypgd60,large,0.878306439,87.8,4at30,30/08/2022,17:11:45
Baur2Ypgd60,large,0.867454536,86.7,4at30,30/08/2022,17:11:44
Baur2Ypgd60,hd720,0.878306439,87.8,4at30,30/08/2022,17:11:50
Baur2Ypgd60,large,0.867454536,86.7,4at30,30/08/2022,17:11:43
Baur2Ypgd60,large,0.867454536,86.7,4at30,30/08/2022,17:11:42
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:11:51
Baur2Ypgd60,large,0.867454536,86.7,4at30,30/08/2022,17:11:41
Baur2Ypgd60,large,0.867454536,86.7,4at30,30/08/2022,17:11:40
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:11:52
Baur2Ypgd60,large,0.867454536,86.7,4at30,30/08/2022,17:11:39
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:11:53
Baur2Ypgd60,large,0.76061403,76.1,4at30,30/08/2022,17:11:38
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:11:54
Baur2Ypgd60,large,0.585539253,58.6,4at30,30/08/2022,17:11:24
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:00
Baur2Ypgd60,large,0.396445806,39.6,4at30,30/08/2022,17:11:10
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:07
Baur2Ypgd60,large,0.39025866,39,4at30,30/08/2022,17:11:09
Baur2Ypgd60,large,0.384398437,38.4,4at30,30/08/2022,17:11:08
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:08
Baur2Ypgd60,large,0.376742575,37.7,4at30,30/08/2022,17:11:07
Baur2Ypgd60,large,0.368276724,36.8,4at30,30/08/2022,17:11:06
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:09
Baur2Ypgd60,large,0.355741409,35.6,4at30,30/08/2022,17:11:05
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:10
Baur2Ypgd60,large,0.344996853,34.5,4at30,30/08/2022,17:11:04
Baur2Ypgd60,large,0.334413319,33.4,4at30,30/08/2022,17:11:03
Baur2Ypgd60,large,0.32610849,32.6,4at30,30/08/2022,17:11:02
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:11
Baur2Ypgd60,large,0.314710087,31.5,4at30,30/08/2022,17:11:01
Baur2Ypgd60,large,0.406863439,40.7,4at30,30/08/2022,17:11:11
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:06
Baur2Ypgd60,large,0.417281071,41.7,4at30,30/08/2022,17:11:12
Baur2Ypgd60,large,0.564137971,56.4,4at30,30/08/2022,17:11:23
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:01
Baur2Ypgd60,large,0.487940432,48.8,4at30,30/08/2022,17:11:21
Baur2Ypgd60,large,0.468407981,46.8,4at30,30/08/2022,17:11:20
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:02
Baur2Ypgd60,large,0.45815137,45.8,4at30,30/08/2022,17:11:19
Baur2Ypgd60,large,0.455867786,45.6,4at30,30/08/2022,17:11:18
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:03
Baur2Ypgd60,large,0.439155659,43.9,4at30,30/08/2022,17:11:17
Baur2Ypgd60,large,0.437960193,43.8,4at30,30/08/2022,17:11:16
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:04
Baur2Ypgd60,large,0.430797156,43.1,4at30,30/08/2022,17:11:15
Baur2Ypgd60,large,0.424771032,42.5,4at30,30/08/2022,17:11:14
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:05
Baur2Ypgd60,large,0.417281071,41.7,4at30,30/08/2022,17:11:13
Baur2Ypgd60,large,0.30657116,30.7,4at30,30/08/2022,17:11:00
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:53
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:44
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:48
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:15
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:12
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:13
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:10
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:08
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:00
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:59
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:58
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:57
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:52
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:54
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:55
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:50
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:11
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:56
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:47
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:09
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:49
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:01
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:42
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:04
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:45
Baur2Ypgd60,large,0.503896243,50.4,4at30,30/08/2022,17:11:22
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:12:51
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:06
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:07
Baur2Ypgd60,hd720,1,100,4at30,30/08/2022,17:13:14
