CQI_mean,CQI_std,CQI_min,CQI_max,CQI_trend,SNR_mean,SNR_std,SNR_min,SNR_max,SNR_trend,DL_bitrate_mean,DL_bitrate_std,DL_bitrate_min,DL_bitrate_max,DL_bitrate_trend,UL_bitrate_mean,UL_bitrate_std,UL_bitrate_min,UL_bitrate_max,UL_bitrate_trend
-0.8926864244741867,-0.9421535835156396,-0.25,-1.0,0.1739156234111791,-0.060972537163013325,0.021950000626094413,-0.5,0.15384615384615385,0.3812080536913019,2.395801622230128,1.2841602486368757,1.0,1.307843397730292,6.396393785652643,0.9711807498601006,0.8216427590074258,0.1,0.6463022508038585,1.6230892228973473
-0.9959369024856589,0.23090175849275565,-0.75,-0.5,0.21672562302008408,0.17485512723607952,0.21065280627192304,-0.75,0.15384615384615385,-1.5999999999999734,0.7933513802929768,0.9223198926419051,0.0,1.3084127225111017,-0.6093368954540531,0.44459988808058193,0.7695780861069529,0.0,1.1318327974276527,0.2811000959385993
0.010755258126195285,0.8652006564296238,-0.25,0.5,1.640158110016196,0.9095490047870999,0.8567551839125085,-0.75,0.8461538461538461,2.17181208053694,-0.15003169030903932,-0.003690183470309555,1.0,0.028532660264925798,0.4721015678195925,0.011471740346950218,0.588550490313665,0.1,1.0643086816720257,1.8900543652062693
0.5399139579349911,-1.1765495553830054,1.0,0.0,0.342479996871244,-0.07911312673217431,-0.35598326849497575,0.25,-0.15384615384615385,-0.32214765100668474,-0.19212383531876032,-0.079779678891712,0.0,-0.09956541541731506,-0.0048988832331031025,-0.5514829322887519,-0.2173780626761423,-0.9,-0.3054662379421222,-0.08525743524144552
-0.258843212237093,1.0109410450296026,-0.75,0.0,-2.2533649658693014,2.2902494331065752,1.2875211558883886,-0.75,1.6153846153846154,-3.508841191015411,-0.16798264031725005,-0.04452800798334197,0.0,-0.05045166432610924,0.019740990912136606,-0.44024746626873085,-0.20654378119429442,-0.9,-0.3504823151125402,-0.06608516060557161
-0.9959369024856589,-0.05195855392410793,-0.5,-0.5,0.024080624780009437,0.2111363063744016,0.3695931017915508,-1.25,0.15384615384615385,-0.3973154362415841,-0.049404086730921816,-0.04733803954499827,17.571428571428573,-0.062312597259650056,-0.1723266755570633,-0.13402350307778396,-0.23448869459004304,0.7,-0.3633440514469453,-0.08551327150623576
-0.38934034416825947,-1.6802216370170817,0.5,-1.0,0.0,0.10229276895943559,-0.4721128679705742,0.5,-0.15384615384615385,2.6757237308036318e-14,0.10592619473178022,0.14099030811369065,1.0,0.13655254867726876,2.5626087495089656,-0.12562954672635693,-0.014766608377944319,0.1,-0.02572347266881029,1.1648864726575
0.9653441682600383,0.4825395132382186,0.25,0.5,0.25322879232946305,-0.09859746367682873,-0.37419638571207936,0.25,-0.15384615384615385,-0.03835091083410571,-0.18606603926112822,-0.07794038193345834,0.0,-0.09952746043192773,-0.04641342704244053,-0.1002196936724076,0.3714661633612446,-0.9,0.572347266881029,-1.7756224587692455
0.11909003997914193,0.37597663358251304,0.0,0.25,0.25895524809385123,-0.0263405025309787,-0.3348687958630487,0.25,-0.15384615384615385,0.07873344578834812,2.194447726501993,1.162612058906014,0.42857142857142855,0.7994363684669982,0.5769805794475349,0.6949093622288922,0.6636010898718929,-0.4,0.3054662379421222,0.42721860148542423
0.159764470710934,0.3035867623971877,0.0,0.25,0.15432686502562767,-0.0263405025309787,-0.3348687958630487,0.25,-0.15384615384615385,2.691640693076827e-14,2.2334350702759633,1.186107976443515,0.42857142857142855,0.9023513113447451,2.100148891010949,0.7028454664156957,0.6705606214581284,-0.4,0.3054662379421222,0.6693224785335256
-0.38934034416825947,-1.6802216370170817,0.5,-1.0,0.0,0.10229276895943559,-0.4721128679705742,0.5,-0.15384615384615385,2.6757237308036318e-14,0.19447939844735307,0.04839873664398058,0.0,0.033428853379891446,1.4982591040386672,0.1569669837716844,-0.0307833527281669,-0.3,0.00964630225080386,-0.22392069075791513
-1.008843212237093,-0.2304057463694352,-0.75,-0.75,-0.7919849927647555,0.2111363063744016,-0.10365674982090889,0.0,0.07692307692307693,-0.10738255033554385,1.8760377774149692,1.458401996287173,1.0,1.6307264584203136,9.78620254444715,0.7708449916060437,0.957516953258784,0.1,0.909967845659164,1.942117045091143
1.0200286806883365,0.03437840377227278,0.75,0.5,-1.30035373812051,-0.058070042831947555,-0.34353829261585744,0.25,-0.15384615384615385,-0.024161073825476772,-0.19360059659056478,-0.0826805318243797,0.0,-0.10444263103958705,2.3974958726442573e-05,-0.6023614997202014,-0.38861953499016366,-0.9,-0.594855305466238,0.001375119923249121
-1.7718642447418729,-0.10876474231876415,-1.5,-1.25,1.4809584239705784,-1.10514487276392,0.5948829596968911,-2.0,0.3076923076923077,1.5402684563758666,-0.18804260831562264,-0.07834457288240024,0.0,-0.09882529320226212,-0.01795724408610548,-0.14725237828763282,0.08933531910360917,0.0,0.1639871382636656,-0.41595778701630964
-0.7848265501229167,-0.41975033381248333,-0.5,-0.5,0.4305054224833378,-0.25144872763920373,0.16796839025434424,-1.25,0.0,1.5429629384732635,3.58206353970618,1.5569721711905484,0.0,1.4260162447337459,-8.003491446862936,1.7134862898712926,1.1050861422250642,0.1,0.7877813504823151,-2.3619900406596916
0.23016252390057423,-0.7188994873303011,0.5,-0.25,0.2568599976534325,0.029730410682791624,0.14311832494835844,-1.0,0.07692307692307693,0.536912751677879,-0.18635755366498957,-0.07490695608790211,0.0,-0.09337875279918018,-0.04963882010094791,-0.3421936205931728,0.01439072776652007,-0.9,-0.1382636655948553,-0.7872721458266718
0.8690248565965586,-1.3013449758093056,1.25,0.0,-2.3478609160509247,2.873267825648777,-0.3527618055861286,3.25,0.7692307692307693,-2.355704697986552,-0.1935753869319004,-0.08267102081505545,0.0,-0.10444263103958705,-0.0007791861586093835,-0.5671516508114156,-0.34824621422172575,-0.9,-0.5659163987138264,-0.3753757595139112
-0.38934034416825947,-1.6802216370170817,0.5,-1.0,0.0,0.10229276895943559,-0.4721128679705742,0.5,-0.15384615384615385,2.6757237308036318e-14,-0.1167287045757384,-2.392077220436397e-05,0.0,0.009896762439746461,0.6543725234795239,-0.25769445998880797,-0.13756309726732976,-0.5,-0.24758842443729903,0.3234409977614328
-0.8539674952198847,-0.9905402352756641,-0.25,-1.0,0.09097124916892367,0.029730410682791624,0.03938495916326689,-0.5,0.15384615384615385,0.37583892617452336,2.7339247431801676,1.3464725538162057,1.0,1.307843397730292,5.192944093535828,1.1401790710688302,0.8653507130340345,0.1,0.6463022508038585,1.2114486728493765
-0.053776290630974645,0.9559066723879243,-0.25,0.5,1.8622349829873943,0.8279163517258753,0.7908020880767398,-0.75,0.8461538461538461,1.7181208053691543,-0.18995648909874757,-0.08042181811673699,1.0,-0.10148214217937526,0.008228738611775683,-0.2711247901510911,-0.1292938609383543,0.1,-0.18006430868167203,0.34723377038695263
0.036567877629063855,0.5247566326917756,-0.5,0.5,0.43077562106461226,1.734945830183925,1.247363541111417,-0.5,1.1538461538461537,4.1932885906040545,0.4042385877457959,0.05718834881165349,109.85714285714286,0.07111815386951076,-0.08865673348608183,0.47257974258533864,0.03892759835827745,1.6,0.1607717041800643,-0.6140709945634792
0.20434990439770626,0.8218969365975435,-0.25,0.5,0.6528524940358102,1.9435626102292762,1.2728285599101126,-0.25,1.3076923076923077,3.2993288590604304,0.11464691149598932,0.047613961051364846,1.0,0.020638023304361028,-0.7025115767179175,-0.020425293788472184,-0.1285798302440021,0.0,-0.2829581993569132,-0.3880396546210424
0.2817877629063102,0.5627672061737837,0.0,0.0,-8.664724809235532,2.864845409063095,-0.34759616486549383,3.25,0.7692307692307693,-0.2804410354745624,-0.18975686510479903,-0.08033165646127932,0.0,-0.10231715185789654,0.12828743539961637,-0.4850507634503157,-0.26874881668424766,-0.9,-0.4790996784565916,0.9341861208826358
0.604445506692161,-0.19452620134305715,0.75,0.5,-0.5056931203801981,4.873267825648776,0.5880004858098493,1.75,1.7692307692307692,-2.330201342281857,0.48709395231980906,0.19357554895970336,0.0,0.11909325539909667,-3.9365017509806663,0.12171236709569115,0.04562604039084094,0.0,0.0,-1.8240486088903114
